STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
01BS001,2,1997,"THE ""E"" FOR DISCHARGES ABOVE 51.8 M3/S IS DUE TO CURVE EXTENSION.","LES ESTIMATIONS DE DEBIT SUPERIEURES A 51,8 CMS SONT ATTRIBUABLES AU PROLONGEMENT DE LA COURBE."
01BS001,2,1999,"THE ""E"" FOR DISCHARGES ABOVE 54.0 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 54,0 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
01BS001,2,2001,"THE ""E"" FOR DISCHARGES ABOVE 148 M3/S IS DUE TO CURVE EXTENSION.",LE < E > POUR LES DEBITS SUPERIEURS A 148 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE.
01BS001,2,2002,"THE ""E"" FOR DISCHARGES BELOW 0.409 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS INFERIEURS A 0,409 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
01BS001,2,2003,"THE ""E"" FOR DISCHARGES BELOW 0.173 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS INFERIEURS A 0,173 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
01BS001,2,2010,"2010 THE ""E"" FOR DISCHARGES BELOW 0.322 CMS IS DUE TO CURVE EXTENSION","LES ESTIMATIONS DE DEBIT INFERIEURES A 0,322 CMS SONT ATTRIBUABLES AU PROLONGEMENT DE LA COURBE."
01BS001,2,2011,"MIN. INST. DISCHARGE NOT VALID- SENSOR PROBLEMS MIN. INST. WATER LEVEL NOT VALID- SENSOR PROBLEMS
MIN. DAILY WATER LEVEL NOT VALID- SENSOR PROBLEMS",
01BS001,2,2014,"THE ""E"" FOR DISCHARGES INDICATE UNIT VALUES ABOVE 85.8 CMS ARE DUE TO CURVE EXTENSION.",
01BS001,2,2015,"THE ""E"" FOR DISCHARGES ON SEP 30 AND OCT 1 INDICATE UNIT VALUES ABOVE 85.8 CMS ARE DUE TO CURVE EXTENSION.",
01BS001,2,2018,MAX. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
01BS001,2,2020,WATER LEVELS NOT VALID FROM NOV 24 TO DEC 8 - SENSOR PROBLEMS.,
01BS001,2,2021,THE 'E' FOR DISCHARGES ON MAR 26-27 AND NOV 22-23 IS DUE TO RATING CURVE EXTENSION.,
01BS001,2,2022,THE 'E' FOR DISCHARGES APR 1-13 IS DUE TO EQUIPMENT MALFUNCTION.,
01BS001,2,2023,"MISSING WATER LEVELS IN JULY AND AUGUST IS DUE TO SENSOR PROBLEMS.
THE 'E' FOR DISCHARGES IN JULY AND AUGUST IS DUE TO SENSOR PROBLEMS.
THE 'E' FOR DISCHARGES IN DECEMBER IS DUE TO RATING CURVE EXTENSION.",
