STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
01BS001,Water Level,NA,2011,2023,13
01BS001,Instantantaneous Sediment,DI,1984,1994,11
01BS001,Flow,NA,1964,2023,60
01BS001,Sediment in mg/L,NA,1984,1994,11
01BS001,Daily Mean Tonnes,NA,1984,1994,11
