STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
08NE074,Water Level,NA,2011,2024,14
08NE074,Flow,NA,1949,2024,76
