STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
07HA005,Water Level,NA,2012,2023,12
07HA005,Flow,NA,1971,2023,53
