STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02ZL005,Water Level,NA,2011,2024,14
02ZL005,Flow,NA,1985,2024,40
