STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05OF017,Water Level,NA,2002,2024,23
05OF017,Instantantaneous Sediment,BM,1964,1969,5
05OF017,Instantantaneous Sediment,DI,1963,1997,19
05OF017,Flow,NA,1963,2024,62
05OF017,Sediment in mg/L,NA,1963,1977,15
05OF017,Daily Mean Tonnes,NA,1963,1977,15
