Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
01AD003,19.000,Low-end shifting left.  Top-end abv 100cms remains same as Curve 18.0,LogarithmicTable,Provisional/Provisoire,(0.456);
01AD003,18.000,2010-Control chg below 1.345 m used HQFIT 1.0,LinearTable,Final/Finales,
01AD003,17.000,HQFIT1.0 Based on 2008-09 MM results,LinearTable,Final/Finales,
01AD003,17.000-SC5,,LinearTable,Final/Finales,
01AD003,16.000-SC3,,LinearTable,Final/Finales,
01AD003,16.000,"low end change up to 0.900, and refinement to 1.30",LinearTable,Final/Finales,
01AD003,15.000-SC2,,LinearTable,Final/Finales,
01AD003,15.000-SC1,,LinearTable,Final/Finales,
01AD003,15.000,SLIGHT REFINEMENT OF CURVE 14 ( 0.95M TO 1.225M ),LinearTable,Final/Finales,
01AD003,14.000,,LinearTable,Final/Finales,
01AD003,13.000,,LinearTable,Final/Finales,
01AD003,12.000,,LinearTable,Final/Finales,
