Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
08LG016,45.00,,LogarithmicTable,Provisional/Provisoire,(0.246);
08LG016,44.00,,LogarithmicTable,Final/Finales,(0.242);
08LG016,43.00,,LogarithmicTable,Final/Finales,(0.238);
08LG016,42.000,,LogarithmicTable,Final/Finales,(0.225);
08LG016,41.000,co-incid. 40 0.320 and abv. 0.500 m.,LinearTable,Final/Finales,
08LG016,40.000,co-incid. 39 below .330 & abv. 0.650,LinearTable,Final/Finales,
08LG016,39.000,Coincident No. 38 0.800 and above,LinearTable,Final/Finales,
08LG016,38.000,,LinearTable,Final/Finales,
08LG016,37.000,,LinearTable,Final/Finales,
08LG016,36.000,,LinearTable,Final/Finales,
08LG016,35.000,,LinearTable,Final/Finales,
08LG016,34.000,,LinearTable,Final/Finales,
08LG016,33.000,,LinearTable,Final/Finales,
08LG016,32.000-SC1,,LinearTable,Final/Finales,
08LG016,32.000,,LinearTable,Final/Finales,
08LG016,31.000,,LinearTable,Final/Finales,
08LG016,30.000,,LinearTable,Final/Finales,
08LG016,29.000,,LinearTable,Final/Finales,
08LG016,28.000,,LinearTable,Final/Finales,
