STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05BL027,Water Level,NA,2012,2023,12
05BL027,Flow,NA,1979,2023,45
