STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
08EB004,Water Level,NA,2011,2024,14
08EB004,Flow,NA,1963,2024,62
