STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
07BK005,2,1999,MAX. INST. DISCHARGE COMPUTED FROM CHART DATA,DEBIT MAX. INST. CALCULE A PARTIR D'UN GRAPHIQUE
07BK005,2,2001,MAX. INST. DISCHARGE NOT VALID - EQUIPMENT MALFUNCTION,DEBIT MAX. INST. NON VALIDE - EQUIPEMENT DEFECTUEUX
07BK005,2,2002,MAX. INST. WATER LEVEL 2.674M FROM HIGH WATER MARK - OCCURRED APR 25-MAY 01.,"NIVEAU MAX. INST. 2,674M D'APRES UNE LAISSE DE HAUTES EAUX - ENREGISTRE DU 25 AVR AU 1ER MAI."
07BK005,2,2004,MIN. INST. DISCHARGE AND WATER LEVEL NOT VALID.  MIN. DAILY DISCHARGE AND WATER LEVEL?,
07BK005,2,2005,MIN. DAILY AND INST. DISCHARGE - OCCURRED OUTSIDE OPERATING PERIOD.,DEBITS MIN. QUOTIDIEN ET INST. SONT SURVENUS HORS DE PERIODE DE SERVICE.
07BK005,2,2006,MIN. DAILY AND INST. DISCHARGE - OCCURRED OUTSIDE OPERATING PERIOD.,DEBITS MIN. QUOTIDIEN ET INST. - SURVENU HORS DE PERIODE DE SERVICE.
07BK005,2,2007,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID - EQUIPMENT MALFUNCTION.,"DEBIT INSTANTANE MAXIMAL NON VALIDE, DEFAILLANCE DU MATERIEL"
07BK005,2,2008,MINIMUM DAILY AND INSTANTANEOUS DISCHARGE OCCURRED OUTSIDE OPERATING PERIOD,DEBIT MINIMAL QUOTIDIEN ET INSTANTANE ATTEINT EN DEHORS DE LA PERIODE D'EXPLOITATION
07BK005,2,2009,2009 MINIMUM DAILY AND INSTANTANEOUS DISCHARGE MAY HAVE OCCURRED OUTSIDE OPERATING PERIOD,DEBITS JOURNALIER ET INSTANTANE MINIMAUX NON VALIDES ? POSSIBLEMENT ATTEINTS EN DEHORS DE LA PERIODE D'EXPLOITATION
07BK005,2,2010,2010 MINIMUM DAILY AND INSTANTANEOUS DISCHARGE MAY HAVE OCCURRED OUTSIDE OPERATING PERIOD,DEBITS JOURNALIER ET INSTANTANE MINIMAUX NON VALIDES ? POSSIBLEMENT ATTEINTS EN DEHORS DE LA PERIODE D'EXPLOITATION
07BK005,2,2015,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
07BK005,2,2016,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO EQUIPMENT MALFUNCTION,
07BK005,2,2018,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO EQUIPMENT MALFUNCTION,
07BK005,2,2021,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO EQUIPMENT MALFUNCTION,
07BK005,2,2023,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO EQUIPMENT MALFUNCTION,
