Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
10LC007,13.000,"curve for 2023, clone of 13",LogarithmicTable,Provisional/Provisoire,(5.5105);
10LC007,13.00,,LogarithmicTable,Provisional/Provisoire,(5.5105);
10LC007,13.0,,LogarithmicTable,Provisional/Provisoire,(5.5105);
10LC007,12.0,,LogarithmicTable,Provisional/Provisoire,(5.39);
10LC007,11.0,,LogarithmicTable,Provisional/Provisoire,(5.46);
10LC007,10.0,,LogarithmicTable,Provisional/Provisoire,(5.46);
10LC007,9.100,Same as Curve 9.0,LinearTable,Final/Finales,
10LC007,9.100-SC4,,LinearTable,Final/Finales,
10LC007,9.100-SC3,,LinearTable,Final/Finales,
10LC007,9.100-SC2,,LinearTable,Final/Finales,
10LC007,8.100,Same as curve 8.,LinearTable,Final/Finales,
10LC007,10.000,,LinearTable,Final/Finales,
10LC007,9.000,,LinearTable,Final/Finales,
10LC007,8.000,,LinearTable,Final/Finales,
