STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
07DD002,2,1998,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
07DD002,2,2002,MAXIMUM AND MINIMUM DAILY DISCHARGES NOT VALID DUE TO MISSING DATA,
07DD002,2,2004,MAXIMUM INSTANTANEOUS DISCHARGE CONSIDERED VALID FOR THE YEAR,
07DD002,2,2007,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO DEGRADED AND MISSING RECORD,LE DEBIT INSTANTANE MAXIMAL N'EST PAS VALIDE EN RAISON D'ENREGISTREMENTS DEGRADES ET MANQUANTS
07DD002,2,2010,MAXIMUM INSTANTANEOUS AND MAXIMUM DAILY DISCHARGES ARE NOT VALID DUE TO EQUIPMENT MALFUNCTION,
07DD002,2,2014,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
07DD002,2,2015,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
07DD002,2,2016,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO EQUIPMENT MALFUNCTION,
07DD002,2,2017,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
07DD002,2,2018,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
07DD002,2,2023,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO DEGRADED AND MISSING RECORD,LE DEBIT INSTANTANE MAXIMAL N'EST PAS VALIDE EN RAISON D'ENREGISTREMENTS DEGRADES ET MANQUANTS
