STATION_NUMBER,STATION_NAME,PROV_TERR_STATE_LOC,REGIONAL_OFFICE_ID,HYD_STATUS,SED_STATUS,LATITUDE,LONGITUDE,DRAINAGE_AREA_GROSS,DRAINAGE_AREA_EFFECT,RHBN,REAL_TIME,CONTRIBUTOR_ID,OPERATOR_ID,DATUM_ID
05DA007,MISTAYA RIVER NEAR SASKATCHEWAN CROSSING,AB,3,A,D,51.88426971435547,-116.68919372558594,248.0,248.0,1,1,647.0,647.0,10.0
