STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
01BO001,Water Level,NA,2011,2023,13
01BO001,Instantantaneous Sediment,DI,1984,1994,11
01BO001,Flow,NA,1918,2023,81
01BO001,Sediment in mg/L,NA,1975,1990,8
01BO001,Daily Mean Tonnes,NA,1975,1990,8
