Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02MB010,16.00,Creating curve using recent measurements and latest curve drawing techniques.,LogarithmicTable,Provisional/Provisoire,(1.30134:0.572);(0.66);
02MB010,15.00,Creating curve using recent measurements and latest curve drawing techniques.,LogarithmicTable,Final/Finales,(1.30077:0.572);(0.66);
02MB010,14.000,Adjusting for 2014 measurements,LogarithmicTable,Final/Finales,(0.586);
02MB010,13.000,New curve using RDT.,LogarithmicTable,Final/Finales,(0.5905);
02MB010,12.000,shift right of curve 11 at the low & mid stage,LinearTable,Final/Finales,
02MB010,11.000,shift to the right of curve 10 at the low stage,LinearTable,Final/Finales,
02MB010,10.000,small shift to the right of curve 9 at low stage,LinearTable,Final/Finales,
02MB010,9.000,Based on Ft mmts after spring thaw 2008-04-12,LinearTable,Final/Finales,
02MB010,8.000,Based on mmnts after weir repairs 2006-09-12,LinearTable,Final/Finales,
02MB010,7.000-SC3,,LinearTable,Final/Finales,
02MB010,7.000,,LinearTable,Final/Finales,
02MB010,7.000-SC2,,LinearTable,Final/Finales,
02MB010,6.000,Coincident with curve 5 above Ght 1.2m,LinearTable,Final/Finales,
02MB010,5.000,,LinearTable,Final/Finales,
02MB010,5.000-SC1,,LinearTable,Final/Finales,
02MB010,4.000,,LinearTable,Final/Finales,
02MB010,3.000,,LinearTable,Final/Finales,
