STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
06CD002,Water Level,NA,2011,2024,14
06CD002,Flow,NA,1963,2024,62
