STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
07BK001,Water Level,NA,2012,2024,13
07BK001,Instantantaneous Sediment,DI,1978,2001,13
07BK001,Flow,NA,1915,2024,63
07BK001,Sediment in mg/L,NA,1978,1981,2
