STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05PC023,2,2007,"NEW STATION, FIRST RATING CURVE DEVELOPED","NOUVELLE STATION, TRACE DE LA PREMIERE COURBE DES DEBITS JAUGES"
05PC023,2,2012,JAN TO MARCH DISCHARGE NOT AVAILABLE DUE TO LACK OF WINTER ICE MEASUREMENTS TAKEN.,
05PC023,2,2014,MIN. INST. DISCHARGE NOT VALID - OCCURRED DURING BACKWATER CONDITIONS,
05PC023,2,2015,"MISSING WATER LEVELS FEBRUARY 14 TO MARCH 16, 2015 DUE TO ENVIRONMENTAL CONDITIONS.",
