STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
07BH003,Water Level,NA,2013,2024,11
07BH003,Instantantaneous Sediment,DI,1977,1986,9
07BH003,Flow,NA,1972,2024,26
07BH003,Sediment in mg/L,NA,1977,1986,9
07BH003,Daily Mean Tonnes,NA,1977,1986,9
