date,hyd_year,prcp_mm_day,flow_mm_day,cumulative_precip_mm,cumulative_flow_mm,runoff_coefficient,infill_flag
1980-10-01,1980,0.0,2.3401949388764014,0.0,2.3401949388764014,,observed
1980-10-02,1980,0.0,1.8159913261308989,0.0,4.1561862650073005,,observed
1980-10-03,1980,0.0,1.6006933738999995,0.0,5.7568796389073,,observed
1980-10-04,1980,0.0,1.4790032415419943,0.0,7.235882880449294,,observed
1980-10-05,1980,0.0,1.3573131091839892,0.0,8.593195989633283,,observed
1980-10-06,1980,0.0,1.3011483726245765,0.0,9.89434436225786,,observed
1980-10-07,1980,0.0,1.291787601796206,0.0,11.186131964054066,,observed
1980-10-08,1980,0.0,1.3105091434529466,0.0,12.496641107507013,,observed
1980-10-09,1980,0.0,1.226262094408423,0.0,13.722903201915436,,observed
1980-10-10,1980,0.0,1.15137592778146,0.0,14.874279129696896,,observed
1980-10-11,1980,0.0,1.0764896495653065,0.0,15.950768779262203,,observed
1980-10-12,1980,7.8787174,1.057768107908566,7.8787174,17.00853688717077,2.1587951407712,observed
1980-10-13,1980,0.0,1.15137592778146,7.8787174,18.15991281495223,2.3049326230593077,observed
1980-10-14,1980,3.1510255,1.1045719620504177,11.029743,19.264484777002647,1.746594135253217,observed
1980-10-15,1980,0.0,1.0764896495653065,11.029743,20.340974426567954,1.8441929306716167,observed
1980-10-16,1980,0.0,1.010964253766714,11.029743,21.35193868033467,1.9358509353895774,observed
1980-10-17,1980,0.0,0.9735210588640418,11.029743,22.32545973919871,2.0241141924473136,observed
1980-10-18,1980,0.0,0.9360779755505606,11.029743,23.26153771474927,2.1089827119619424,observed
1980-10-19,1980,8.495129,0.923908951155841,19.524872,24.18544666590511,1.2386993820612962,observed
1980-10-20,1980,12.710854,0.9641602880356717,32.235725,25.149606953940783,0.7801780986672412,observed
1980-10-21,1980,15.151111,1.010964253766714,47.386837,26.1605712077075,0.5520640933389905,observed
1980-10-22,1980,0.0,0.9547995172073012,47.386837,27.1153707249148,0.5722131384650486,observed
1980-10-23,1980,0.0,0.8976987705185657,47.386837,28.013069495433367,0.5911571918613998,observed
1980-10-24,1980,12.061367,0.8649360726192695,59.448204,28.878005568052636,0.48576750188055756,observed
1980-10-25,1980,11.72983,0.8939544510282987,71.17803,29.771960019080936,0.41827456049870654,observed
1980-10-26,1980,0.0,0.8677442703910235,71.17803,30.63970428947196,0.43046574149889794,observed
1980-10-27,1980,0.0,0.8237486140209257,71.17803,31.463452903492886,0.4420388152659659,observed
1980-10-28,1980,0.0,0.8134517772686373,71.17803,32.276904680761525,0.4534672259048982,observed
1980-10-29,1980,0.0,0.8068992042120209,71.17803,33.08380388497355,0.4648035776194723,observed
1980-10-30,1980,0.0,0.7891137284791981,71.17803,33.87291761345275,0.47589005623060815,observed
1980-10-31,1980,3.1773505,0.7919219820455473,74.355385,34.66483959549829,0.46620483071011154,observed
1980-11-01,1980,6.177094,0.8902101315380315,80.53248,35.55504972703633,0.4414995100514493,observed
1980-11-02,1980,4.1339316,1.1232936152963489,84.66641,36.678343342332674,0.43321008086637874,observed
1980-11-03,1980,2.5964959,0.9454387463789309,87.26291,37.62378208871161,0.4311543420641736,observed
1980-11-04,1980,1.6368377,0.9023791559327511,88.89975,38.526161244644356,0.43336636324001687,observed
1980-11-05,1980,4.96624,0.9070595413469362,93.86599,39.433220785991296,0.4201012626436751,observed
1980-11-06,1980,10.13718,1.1139328444679786,104.003174,40.54715363045928,0.38986457949319175,observed
1980-11-07,1980,8.178035,1.207540552751682,112.181206,41.75469418321096,0.3722075717071948,observed
1980-11-08,1980,8.572309,1.3853954216691,120.75352,43.14008960488006,0.35725741678378986,observed
1980-11-09,1980,10.083333,1.3760346508407297,130.83685,44.51612425572079,0.34024147803690535,observed
1980-11-10,1980,0.0,1.2637052893110947,130.83685,45.77982954503189,0.3499001121302138,observed
1980-11-11,1980,0.0,1.0671288787369362,130.83685,46.846958423768825,0.35805629178484005,observed
1980-11-12,1980,0.0,1.039046566251825,130.83685,47.88600499002065,0.3659978353347653,observed
1980-11-13,1980,0.0,0.9828818296924123,130.83685,48.86888681971306,0.3735101058224008,observed
1980-11-14,1980,0.0,0.9547995172073012,130.83685,49.82368633692036,0.3808077402053353,observed
1980-11-15,1980,0.0,0.9276532706461083,130.83685,50.75133960756647,0.3878978929351036,observed
1980-11-16,1980,0.0,0.9089317289893675,130.83685,51.66027133655584,0.3948449549284046,observed
1980-11-17,1980,3.5018804,0.9033152218566691,134.33873,52.56358655841251,0.39127648902009027,observed
1980-11-18,1980,6.392735,0.8789772288618252,140.73146,53.44256378727434,0.379748519416541,observed
1980-11-19,1980,0.0,0.8883379996901956,140.73146,54.33090178696453,0.38606081089766436,observed
1980-11-20,1980,16.590683,0.8696164580334548,157.32214,55.20051824499799,0.35087570635477305,observed
1980-11-21,1980,14.685127,0.8686803363149418,172.00726,56.06919858131293,0.3259699476845166,observed
1980-11-22,1980,0.0,1.2169013235800525,172.00726,57.286099904892986,0.33304465663027305,observed
1980-11-23,1980,0.0,1.1326543861247196,172.00726,58.418754291017706,0.3396295784827635,observed
1980-11-24,1980,3.7986324,1.0016034829383436,175.8059,59.42035777395605,0.33798843018743324,observed
1980-11-25,1980,1.4549571,0.901443090008833,177.26085,60.32180086396488,0.3402996273830168,observed
1980-11-26,1980,2.2994018,0.8480866628103648,179.56026,61.16988752677525,0.3406649587334937,observed
1980-11-27,1980,4.7195725,0.8349815724917272,184.27983,62.004869099266976,0.33647127189919857,observed
