Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02GH011,10.00,Continuation of curve 8.00 after 9.00 temporary curve,LogarithmicTable,Provisional/Provisoire,(1.38835:1.126);(1.15);
02GH011,9.00,"New curve for rocks on control, removed November 13, 2013",LogarithmicTable,Final/Finales,(1.38835:1.14);(1.15);
02GH011,8.0,first aquarius curve,LogarithmicTable,Final/Finales,(1.38835:1.126);(1.15);
02GH011,7.000,Broken-back curve,LinearTable,Final/Finales,
02GH011,7.000-SC7,,LinearTable,Final/Finales,
02GH011,6.000-SC6,,LinearTable,Final/Finales,
02GH011,6.000,Same as 5.00 below 1.15 and above 1.34,LinearTable,Final/Finales,
02GH011,6.000-SC5,,LinearTable,Final/Finales,
02GH011,6.000-SC4,,LinearTable,Final/Finales,
02GH011,6.000-SC3,,LinearTable,Final/Finales,
02GH011,5.000-SC1,,LinearTable,Final/Finales,
02GH011,5.000,,LinearTable,Final/Finales,
02GH011,4.000,,LinearTable,Final/Finales,
02GH011,3.000,,LinearTable,Final/Finales,
