STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
08NA002,Water Level,NA,1984,2024,41
08NA002,Instantantaneous Sediment,DI,1982,1983,2
08NA002,Flow,NA,1903,2024,121
08NA002,Sediment in mg/L,NA,1982,1983,2
08NA002,Daily Mean Tonnes,NA,1982,1983,2
