STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02HB031,2,2006,"2006 FLOW RECORDS BEGIN  APRIL 1, 2006.",LES PREMIERS ENREGISTREMENTS DE DEBITS REMONTENT AU 1ER AVRIL 2006.
02HB031,2,2020,WATER LEVELS NOT AVAILABLE MARCH - MAY 2020 DUE TO EQUIPMENT MALFUNCTION. DISCHARGES ESTIMATED.,
02HB031,4,-999,2015 WATER LEVEL AND DISCHARGE DATA NOT AVAILABLE AT THIS TIME - DATA IS CURRENTLY UNDER REVIEW.,
02HB031,5,-999,2015 WATER LEVEL AND DISCHARGE DATA NOT AVAILABLE AT THIS TIME - DATA IS CURRENTLY UNDER REVIEW.,
