STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02YR004,Water Level,NA,2011,2023,13
02YR004,Flow,NA,2002,2023,22
