STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05SD004,Water Level,NA,2012,2023,12
05SD004,Flow,NA,1961,2023,47
