Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
08NL024,39.00,,LogarithmicTable,Provisional/Provisoire,(0.69:-0.065);(0.025);
08NL024,38.00,,LogarithmicTable,Provisional/Provisoire,(-0.06);
08NL024,37.01,,LogarithmicTable,Final/Finales,(0.141);
08NL024,37.00,,LogarithmicTable,Final/Finales,(0.141);
08NL024,36.000,New curve after high water 2017.,LogarithmicTable,Final/Finales,(0.14);
08NL024,35.000,Log Curve - build using discharge measurements from 2009 to 2016 along with historical max measurements,LogarithmicTable,Final/Finales,(0.098);
08NL024,34.000,Co-incident with #33 above 0.800 and below 0.550.,LinearTable,Final/Finales,
08NL024,33.000,Co-incident with Table 32 above GH 1.100,LinearTable,Final/Finales,
08NL024,32.000,coincident to table 31 below 0.35 and above 1.25m,LinearTable,Final/Finales,
08NL024,31.000,,LinearTable,Final/Finales,
08NL024,30.000,,LinearTable,Final/Finales,
08NL024,29.000-SC1,,LinearTable,Final/Finales,
08NL024,29.000,,LinearTable,Final/Finales,
08NL024,27.100,,LinearTable,Final/Finales,
08NL024,28.000,,LinearTable,Final/Finales,
08NL024,27.000,,LinearTable,Final/Finales,
08NL024,26.000,,LinearTable,Final/Finales,
08NL024,25.000,,LinearTable,Final/Finales,
08NL024,24.000,,LinearTable,Final/Finales,
08NL024,23.000,,LinearTable,Final/Finales,
