STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
10KB001,Water Level,NA,2002,2024,23
10KB001,Instantantaneous Sediment,DI,1987,1996,9
10KB001,Flow,NA,1976,2024,49
