STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
08MH006,Water Level,NA,2011,2024,14
08MH006,Flow,NA,1911,2024,68
