STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02YA002,2,1998,"THE ""E"" FOR DISCHARGES BELOW 0.310 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS INFERIEURS A 0,310 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02YA002,2,2010,2010 THE 'E' FOR DISCHARGE BELOW 0.272 IS DUE TO CURVE EXTENSION.,"LES ESTIMATIONS DE DEBIT INFERIEURES A 0,272 CMS SONT ATTRIBUABLES AU PROLONGEMENT DE LA COURBE."
02YA002,2,2011,MIN. INST. DISCHARGES NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,MIN. INST. DEBITS NON VALIDES ? RELEVES AU COURS DE CONDITIONS DE REMOUS
02YA002,2,2012,"MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING ESTIMATED PERIOD
MAX. INST. DISCHARGE NOT VALID- MISSING DATA",
02YA002,2,2013,"THE ""E"" FOR DISCHARGES BELOW 0.112 CMS IS DUE TO CURVE EXTENSION. MAX. INST. DISCHARGE NOT VALID- MISSING DATA. MIN. DAILY DISCHARGE NOT VALID- OCCURRED DURING ESTIMATED PERIOD",
02YA002,2,2014,"THE ""E"" FOR DISCHARGES BELOW 0.127 CMS IS DUE TO CURVE EXTENSION. MAX. INST. WATER LEVEL NOT VALID- SENSOR PROBLEMS",
02YA002,2,2015,"THE ""E"" FOR DISCHARGES BELOW 0.111 CMS IS DUE TO CURVE EXTENSION.",
02YA002,2,2016,MIN. INST. DISCHARGES NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.,
02YA002,2,2017,THE 'E' FOR DISCHARGES BETWEEN AUG 15 - AUG 17 IS DUE TO RATING CURVE EXTENSION,
02YA002,2,2018,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.,
02YA002,2,2019,MAX & MIN INSTAN DISCHARGE NOT VALID ? OCCURED UNDER BACKWATER CONDITIONS,
02YA002,2,2020,"MIN INSTAN DISCHARGE NOT VALID ? OCCURED UNDER BACKWATER CONDITIONS

THE ?E? FOR DISCHARGE ON JULY 24TH ? 26TH, JULY 31ST AND AUG 1ST TO 3RD   ARE DUE TO RATING CURVE EXTENSION.
",
02YA002,2,2021,MIN. INST. DISCHARGE NOT VALID- OCCURRED UNDER BACKWATER CONDITIONS.,
02YA002,2,2022,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.,
02YA002,2,2023,THE 'E' FOR DISCHARGES BETWEEN AUG 2 - AUG 15 IS DUE TO RATING CURVE EXTENSION.,
