STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02ZK008,2,2010,2010 THE E FOR DISCHRGE ABOVE 5.60 CMS IS DUE TO CURVE EXTENSION,"L'ESTIMATION DE DEBIT DE PLUS DE 5,60 CMS EST ATTRIBUABLE AU PROLONGEMENT DE LA COURBE."
02ZK008,2,2011,"2011 THE ""E"" FOR DISCHARGE ABOVE 5.94 CMS IS DUE TO CURVE EXTENSION.","LES ESTIMATIONS DES DEBITS SUPERIEURS A 5,94 CM SONT ATTRIBUABLES AU PROLONGEMENT DE LA COURBE"
02ZK008,2,2012,"THE ""E"" FOR DISCHARGES BELOW 0.215 CMS AND ABOVE 5.93 CMS IS DUE TO CURVE EXTENSION.",
02ZK008,2,2013,"THE ""E"" FOR DISCHARGES ABOVE 5.94 CMS IS DUE TO CURVE EXTENSION.",
02ZK008,2,2014,"MAX. INST. DISCHARGE NOT VALID- OCCURRED DURING ESTIMATED PERIOD
THE ""E"" FOR DISCHARGES ABOVE 5.93 CMS IS DUE TO CURVE EXTENSION.
MAX. INST. WATER LEVEL NOT VALID- MISSING DATA
MAX. DAILY WATER LEVEL NOT VALID- MISSING DATA",
02ZK008,2,2016,"THE ""E"" FOR DISCHARGES ABOVE 5.93 CMS IS DUE TO CURVE EXTENSION.",
02ZK008,2,2017,"THE ''E'' FOR DISCHARGE ON APRIL 10, 2017 IS DUE TO RATING CURVE EXTENSION.",
02ZK008,2,2018,THE 'E' FOR DISCHARGES BETWEEN MAY 30 AND JUN 01 AND ON JUL 20 2018 IS DUE TO RATING CURVE EXTENSION.,
02ZK008,2,2019,"MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.
",
02ZK008,2,2020,"THE 'E' FOR DISCHARGES ON MAY 4TH ? 6TH, JUNE 3RD ? 4TH AND 8TH, AND SEPT 19TH - 22ND ARE DUE TO RATING CURVE EXTENION.",
02ZK008,2,2021,THE 'E' FOR DISCHARGE ON MARCH 20TH AND 21ST ARE DUE TO RATING CURVE EXTENSION.,
02ZK008,2,2022,"WATER LEVEL UNAVAILABLE FOR THE PERIOD JUL 7 - AUG 10- EQUIPMENT MALFUNCTION.
THE 'E' FOR DISCHARGES ON JAN 16-17, JAN 30-31 AND FEB 5-7 IS DUE TO RATING CURVE EXTENSION.",
