STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05BL014,Water Level,NA,2012,2023,12
05BL014,Instantantaneous Sediment,DI,1974,1995,17
05BL014,Flow,NA,1909,2023,64
05BL014,Sediment in mg/L,NA,1974,1983,10
05BL014,Daily Mean Tonnes,NA,1974,1983,10
