STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02ZH001,Water Level,NA,2011,2023,13
02ZH001,Flow,NA,1952,2023,72
