STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05QE012,2,2008,COULD NOT ADJUST MAX DAILY FIRST OCCURENCE WAS JUL 15 2008.,AJUSTEMENT IMPOSSIBLE DU MAXIMUM QUOTIDIEN; PREMIER EVENEMENT REMONTANT AU 15 JUILLET 2008
05QE012,2,2021,"Due to measures in place to limit the spread of the Coronavirus, regular visits to this station were reduced throughout 2021.  This may have affected data quality.",
