STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05ED002,2,1998,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,DEBIT INSTANTANE MAXIMAL NON VALIDE EN RAISON DES CONDITIONS GLACIELLES.
05ED002,2,2001,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,DEBIT INSTANTANE MAXIMAL NON VALIDE EN RAISON DES CONDITIONS GLACIELLES.
05ED002,2,2002,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS.  MAXIMUM INSTANTANEOUS AND DAILY DISCHARGES NOT VALID - EQUIPMENT MALFUNCTION,DEBIT INSTANTANE MAXIMAL NON VALIDE ? CONDITIONS GLACIELLES. DEBITS INSTANTANES MAXIMAUX ET QUOTIDIENS NON VALIDES ? FONCTIONNEMENT DEFECTUEUX DE L?EQUIPEMENT
05ED002,2,2003,MAXIMUM INSTANTANEOUS AND DAILY DISCHARGES NOT VALID - EQUIPMENT MALFUNCTION.,
05ED002,2,2004,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,DEBIT INSTANTANE MAXIMAL NON VALIDE EN RAISON DES CONDITIONS GLACIELLES.
05ED002,2,2005,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID - EQUIPMENT MALFUNCTION,DEBIT MAXIMAL INSTANTANNE NON VALIDE ? FONCTIONNEMENT DEFECTUEUX DE L?EQUIPEMENT
05ED002,2,2006,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS.","DEBIT INSTANTANE MAXIMAL NON VALIDE, CONDITIONS GLACIELLES"
05ED002,2,2007,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, ICE CONDITIONS.","DEBIT INSTANTANE MAXIMAL NON VALIDE, CONDITIONS GLACIELLES"
05ED002,2,2009,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,DEBIT INSTANTANE MAXIMAL NON VALIDE EN RAISON DES CONDITIONS GLACIELLES.
05ED002,2,2011,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,DEBIT INSTANTANE MAXIMAL NON VALIDE EN RAISON DES CONDITIONS GLACIELLES.
05ED002,2,2015,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
05ED002,2,2017,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
05ED002,2,2018,MAXIMUM INSTANTANEOUS DISCHARGE IS NOT VALID DUE TO ICE CONDITIONS.,
