STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05ED002,Water Level,NA,2012,2023,12
05ED002,Flow,NA,1975,2023,49
