STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
01AJ003,Water Level,NA,2011,2024,14
01AJ003,Flow,NA,1967,2024,58
