STATION_NUMBER,date,flow_cms,quality_symbol
08LB039,1926-04-01,4.809999942779541,
08LB039,1926-05-01,,
08LB039,1926-06-01,,
08LB039,1926-07-01,,
08LB039,1926-08-01,,
08LB039,1926-09-01,,
08LB039,1926-10-01,,
08LB039,1926-11-01,,
08LB039,1926-12-01,,
08LB039,1927-01-01,,
08LB039,1927-02-01,0.453000009059906,
08LB039,1927-03-01,,
08LB039,1927-04-01,2.180000066757202,
08LB039,1927-05-01,,
08LB039,1927-06-01,,
08LB039,1927-07-01,6.679999828338623,
08LB039,1927-08-01,,
08LB039,1927-09-01,,
08LB039,1927-10-01,2.75,
08LB039,1927-11-01,,
08LB039,1927-12-01,,
08LB039,1928-01-01,,
08LB039,1928-02-01,,
08LB039,1928-03-01,,
08LB039,1928-04-01,,
08LB039,1928-05-01,,
08LB039,1928-06-01,9.170000076293944,
08LB039,1928-07-01,,
08LB039,1928-08-01,0.8920000195503235,
08LB039,1928-09-01,,
08LB039,1926-04-02,,
08LB039,1926-05-02,32.0,
08LB039,1926-06-02,10.5,
08LB039,1926-07-02,2.2699999809265137,
08LB039,1926-08-02,,
08LB039,1926-09-02,,
08LB039,1926-10-02,,
08LB039,1926-11-02,2.549999952316284,
08LB039,1926-12-02,,
08LB039,1927-01-02,,
08LB039,1927-02-02,,
08LB039,1927-03-02,0.4050000011920929,
08LB039,1927-04-02,,
08LB039,1927-05-02,9.630000114440918,
08LB039,1927-06-02,,
08LB039,1927-07-02,,
08LB039,1927-08-02,1.4700000286102295,
08LB039,1927-09-02,,
08LB039,1927-10-02,,
08LB039,1927-11-02,3.539999961853028,
08LB039,1927-12-02,1.5,
08LB039,1928-01-02,,
08LB039,1928-02-02,,
08LB039,1928-03-02,0.722000002861023,
08LB039,1928-04-02,,
08LB039,1928-05-02,10.600000381469728,
08LB039,1928-06-02,,
08LB039,1928-07-02,,
08LB039,1928-08-02,,
08LB039,1928-09-02,,
08LB039,1926-04-03,,
08LB039,1926-05-03,,
08LB039,1926-06-03,,
08LB039,1926-07-03,,
08LB039,1926-08-03,0.3540000021457672,
08LB039,1926-09-03,0.5659999847412109,
08LB039,1926-10-03,,
08LB039,1926-11-03,,
08LB039,1926-12-03,2.3499999046325684,
08LB039,1927-01-03,,
08LB039,1927-02-03,,
08LB039,1927-03-03,,
08LB039,1927-04-03,,
08LB039,1927-05-03,,
08LB039,1927-06-03,30.899999618530277,
08LB039,1927-07-03,,
08LB039,1927-08-03,,
08LB039,1927-09-03,4.670000076293945,
08LB039,1927-10-03,,
08LB039,1927-11-03,,
08LB039,1927-12-03,,
08LB039,1928-01-03,0.8069999814033508,
08LB039,1928-02-03,0.7789999842643738,
08LB039,1928-03-03,,
08LB039,1928-04-03,3.0,
08LB039,1928-05-03,,
08LB039,1928-06-03,,
08LB039,1928-07-03,4.25,
08LB039,1928-08-03,,
08LB039,1928-09-03,,
08LB039,1926-04-04,3.259999990463257,
08LB039,1926-05-04,,
08LB039,1926-06-04,11.899999618530272,
08LB039,1926-07-04,,
08LB039,1926-08-04,,
08LB039,1926-09-04,,
08LB039,1926-10-04,,
08LB039,1926-11-04,,
08LB039,1926-12-04,,
08LB039,1927-01-04,0.9399999976158142,
08LB039,1927-02-04,0.42500001192092896,
08LB039,1927-03-04,0.42500001192092896,
08LB039,1927-04-04,,
08LB039,1927-05-04,,
08LB039,1927-06-04,,
08LB039,1927-07-04,,
08LB039,1927-08-04,1.2999999523162842,
08LB039,1927-09-04,,
08LB039,1927-10-04,,
08LB039,1927-11-04,,
08LB039,1927-12-04,,
08LB039,1928-01-04,,
08LB039,1928-02-04,,
08LB039,1928-03-04,,
08LB039,1928-04-04,,
08LB039,1928-05-04,,
08LB039,1928-06-04,,
08LB039,1928-07-04,,
08LB039,1928-08-04,0.8069999814033508,
08LB039,1928-09-04,0.42800000309944153,
08LB039,1926-04-05,,
08LB039,1926-05-05,26.100000381469727,
08LB039,1926-06-05,,
08LB039,1926-07-05,,
08LB039,1926-08-05,,
08LB039,1926-09-05,,
08LB039,1926-10-05,2.970000028610229,
08LB039,1926-11-05,2.180000066757202,
08LB039,1926-12-05,,
08LB039,1927-01-05,,
08LB039,1927-02-05,,
08LB039,1927-03-05,,
08LB039,1927-04-05,2.5799999237060547,
08LB039,1927-05-05,11.199999809265137,
08LB039,1927-06-05,,
08LB039,1927-07-05,7.309999942779541,
08LB039,1927-08-05,1.1799999475479126,
08LB039,1927-09-05,,
08LB039,1927-10-05,2.549999952316284,
08LB039,1927-11-05,3.0,
08LB039,1927-12-05,,
08LB039,1928-01-05,,
08LB039,1928-02-05,,
08LB039,1928-03-05,,
08LB039,1928-04-05,,
08LB039,1928-05-05,10.699999809265137,
08LB039,1928-06-05,14.600000381469728,
08LB039,1928-07-05,,
08LB039,1928-08-05,,
08LB039,1928-09-05,,
08LB039,1926-04-06,,
08LB039,1926-05-06,,
08LB039,1926-06-06,,
08LB039,1926-07-06,1.7000000476837158,
08LB039,1926-08-06,0.28299999237060547,
08LB039,1926-09-06,,
08LB039,1926-10-06,,
08LB039,1926-11-06,,
08LB039,1926-12-06,,
08LB039,1927-01-06,,
08LB039,1927-02-06,,
08LB039,1927-03-06,,
08LB039,1927-04-06,,
