STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
10OB001,2,1999,DATA ABOVE 3.65M (161 M3/S) ARE CONSIDERED ESTIMATES - DUE TO A LACK OF MEASUREMENTS. ,"DONNEES SUPERIEURES A 3,65M (161 M3/S) CONSIDEREES DES ESTIMATIONS - CAR MANQUE DE MESURES."
10OB001,2,2000,DATA QUALITY CONSIDERED POOR. ALL DISCHARGES ABOVE 200 M3/S ARE CONSIDERED ESTIMATES.,QUALITE DES DONNEES EST MAUVAISE. TOUTES LES DEBITS SUPERIEURES A 200 M3/S CONSIDEREES DES ESTIMATIONS. 
10OB001,2,2001,DATA QUALITY CONSIDERED FAIR. ALL DISCHARGES ABOVE 690 M3/S ARE CONSIDERED ESTIMATES. ,QUALITE DES DONNEES EST SATISFAISANTE. TOUTES LES DEBITS SUPERIEURES A 690 M3/S CONSIDEREES DES ESTIMATIONS. 
10OB001,2,2002,USE JUNE 1- 13 WITH DISCRETION. ALL VALUES ABOVE 1500 M3/S ARE CONSID ERED ESTIMATES.,UTILISER DONNEES DU 1ER AU 13 JUIN AVEC PRUDENCE. TOUTES LES VALEURS SUPERIEURES A 1500 M3/S CONSIDEREES DES ESTIMATIONS.
10OB001,2,2003,USE JUNE 5-11 WITH DISCRETION. ALL VALUES ABOVE 1500 M3/S ARE CONSID ERED ESTIMATES. PEAKS FROM HIGHWATER MARK.,UTILISER DONNEES DU 5 AU 11 JUIN AVEC PRUDENCE. TOUTES LES VALEURS SUPERIEURES A 1500 M3/S CONSIDEREES DES ESTIMATIONS. DEBIT DE POINTE DETERMINE D'APRES UNE LAISSE DE HAUTES EAUX.
10OB001,2,2004,OPEN WATER DATA CONSIDERED GOOD. DISCHARGE ABOVE 690 M3/S CONSIDERED AN ESTIMATE.,DONNEES ENREGISTREES DURANT PERIODE D'EAUX LIBRES CONSIDEREES BONNES. DEBIT SUPERIEUR A 690 M3/S CONSIDERE UNE ESTIMATION.
10OB001,2,2005,OPEN WATER DATA CONSIDERED GOOD. DISCHARGE ABOVE 690 M3/S CONSIDERED AN ESTIMATE.,DONNEES ENREGISTREES DURANT PERIODE D'EAUX LIBRES CONSIDEREES BONNES. DEBIT SUPERIEUR A 690 M3/S CONSIDERE UNE ESTIMATION.
10OB001,2,2006,OPEN WATER RECORD IS CONSIDERED FAIR. DISCHARGES ABOVE 1500 CONSIDERED AN ESTIMATE.,ENREGISTREMENT EN EAU LIBRE PASSABLE. DEBITS SUPERIEURS A 1 500 CONSIDERES COMME DES ESTIMATIONS
10OB001,2,2007,OPEN WATER RECORD IS CONSIDERED FAIR. DISCHARGES ABOVE 1500 CONSIDERED AN ESTIMATE.,ENREGISTREMENT EN EAU LIBRE PASSABLE. DEBITS SUPERIEURS A 1 500 CONSIDERES COMME DES ESTIMATIONS
10OB001,2,2008,OPEN WATER RECORD IS CONSIDERED FAIR.,ENREGISTREMENT EN EAU LIBRE PASSABLE
10OB001,2,2010,2010 OPEN WATER RECORD IS CONSIDERED POOR DUE TO SILTING AND LACK OF MEASUREMENTS,ENREGISTREMENT EN EAU LIBRE MEDIOCRE EN RAISON DE L'ENVASEMENT ET DU MANQUE DE MESURES
10OB001,2,2011,(Discharge) Data produced from Jun 14 to Oct 9. Data above 1500 m3/s are considered estimates. (Water Level) The record is poor.,
10OB001,2,2012,(Discharge) Data above 2000 m3/s are considered estimates. The discharge data is considered poor. Data was produced from May 28-Oct 11. (Water Level) Water Level not recorded for period from Mar 4 ? 23.,
10OB001,2,2013,(Discharge) All discharge above 2000 m3/s are considered estimate. Discharge was produced from June 13 to November 6. The discharge data is poor. (Water Level) Some portions of the water level record were not used.,
