STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
01BU009,Water Level,NA,2011,2023,13
01BU009,Flow,NA,1995,2023,29
