STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
07GE001,Water Level,NA,2012,2023,11
07GE001,Flow,NA,1917,2023,65
