STATION_NUMBER,date,flow_cms,quality_symbol
10LD002,1980-07-01,,
10LD002,1980-08-01,0.02199999988079071,
10LD002,1980-09-01,0.09300000220537186,
10LD002,1980-10-01,0.05700000002980232,
10LD002,1980-11-01,0.0020000000949949026,B
10LD002,1981-04-01,,B
10LD002,1981-05-01,0.10000000149011612,B
10LD002,1981-06-01,0.38999998569488525,
10LD002,1981-07-01,0.09399999678134918,
10LD002,1981-08-01,0.03599999845027924,
10LD002,1981-09-01,0.020999999716877937,
10LD002,1981-10-01,0.2370000034570694,
10LD002,1981-11-01,0.0729999989271164,B
10LD002,1981-12-01,0.0,B
10LD002,1982-01-01,0.0,B
10LD002,1982-02-01,0.0,B
10LD002,1982-03-01,0.0,B
10LD002,1982-04-01,0.0,B
10LD002,1982-05-01,0.0,B
10LD002,1982-06-01,1.5199999809265137,
10LD002,1982-07-01,0.38999998569488525,
10LD002,1982-08-01,0.020999999716877937,
10LD002,1982-09-01,0.0130000002682209,
10LD002,1982-10-01,0.0560000017285347,
10LD002,1982-11-01,0.0,B
10LD002,1982-12-01,0.0,B
10LD002,1983-01-01,0.0,B
10LD002,1983-02-01,0.0,B
10LD002,1983-03-01,0.0,B
10LD002,1983-04-01,0.0,B
10LD002,1983-05-01,0.0,B
10LD002,1983-06-01,2.799999952316284,
10LD002,1983-07-01,0.3680000007152557,
10LD002,1983-08-01,0.8460000157356262,
10LD002,1983-09-01,0.3889999985694885,
10LD002,1983-10-01,0.289000004529953,B
10LD002,1983-11-01,0.05099999904632568,B
10LD002,1983-12-01,0.0,B
10LD002,1984-01-01,0.0,B
10LD002,1984-02-01,0.0,B
10LD002,1984-03-01,0.0,B
10LD002,1984-04-01,0.0,B
10LD002,1984-05-01,0.0,B
10LD002,1984-06-01,3.869999885559082,
10LD002,1984-07-01,0.210999995470047,
10LD002,1984-08-01,0.2669999897480011,
10LD002,1984-09-01,2.109999895095825,
10LD002,1984-10-01,0.3569999933242798,
10LD002,1984-11-01,0.0,B
10LD002,1984-12-01,0.0,B
10LD002,1985-01-01,0.0,B
10LD002,1985-02-01,0.0,B
10LD002,1985-03-01,0.0,B
10LD002,1985-04-01,0.0,B
10LD002,1985-05-01,0.0020000000949949026,B
10LD002,1985-06-01,1.1399999856948853,
10LD002,1985-07-01,1.7599999904632568,
10LD002,1985-08-01,0.2549999952316284,
10LD002,1985-09-01,0.06300000101327896,
10LD002,1985-10-01,0.0689999982714653,
10LD002,1985-11-01,0.0,B
10LD002,1985-12-01,0.0,B
10LD002,1986-01-01,0.0,B
10LD002,1986-02-01,0.0,B
10LD002,1986-03-01,0.0,B
10LD002,1986-04-01,0.0,B
10LD002,1986-05-01,0.0,B
10LD002,1986-06-01,0.996999979019165,
10LD002,1986-07-01,0.11299999803304672,
10LD002,1986-08-01,0.00800000037997961,
10LD002,1986-09-01,0.04100000113248825,
10LD002,1986-10-01,0.05299999937415123,B
10LD002,1986-11-01,0.0010000000474974513,B
10LD002,1986-12-01,0.0,B
10LD002,1980-07-02,,
10LD002,1980-08-02,0.05099999904632568,
10LD002,1980-09-02,0.09700000286102296,
10LD002,1980-10-02,0.054999999701976776,
10LD002,1980-11-02,0.0020000000949949026,B
10LD002,1981-04-02,,B
10LD002,1981-05-02,1.0,E
10LD002,1981-06-02,0.5640000104904175,
10LD002,1981-07-02,0.09200000017881392,
10LD002,1981-08-02,0.03700000047683716,
10LD002,1981-09-02,0.023000000044703484,
10LD002,1981-10-02,0.6230000257492065,
10LD002,1981-11-02,0.05099999904632568,B
10LD002,1981-12-02,0.0,B
10LD002,1982-01-02,0.0,B
10LD002,1982-02-02,0.0,B
10LD002,1982-03-02,0.0,B
10LD002,1982-04-02,0.0,B
10LD002,1982-05-02,0.0,B
10LD002,1982-06-02,1.3600000143051147,
10LD002,1982-07-02,0.32899999618530273,
10LD002,1982-08-02,0.0130000002682209,
10LD002,1982-09-02,0.0130000002682209,
10LD002,1982-10-02,0.05700000002980232,
10LD002,1982-11-02,0.0,B
10LD002,1982-12-02,0.0,B
10LD002,1983-01-02,0.0,B
