STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
06HB002,Water Level,NA,2002,2023,22
06HB002,Instantantaneous Sediment,DI,1972,1972,1
06HB002,Flow,NA,1978,2023,45
