STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
06FA001,2,2008,HOURLY VALUES INVALID JAN 01-AUG25 (SEE STATION ANALYSIS),VALEURS HORAIRES INVALIDES DU 1ER JANVIER AU 25 AOUT (VOIR L'ANALYSE DE LA STATION)
06FA001,2,2011,Discharges August 17 - October 15 under BW effect from Churchill River.,Les donnees sur le debit du 17 aout au 15 octobre montrent l'effet des remous de la riviere Churchill.
06FA001,2,2021,Considerable backwater and missing record from Churchill River below Fidler Lake resulted in unusable discharge data from June 4 to September 2.,
06FA001,2,2022,Maximum instantaneous discharge invalid due to extreme backwater from the Churchill River. ,
06FA001,2,2024,MINIMUM DISCHARGE INSTANTANEOUS NOT VALID- OCCURRED UNDER ICE ,
