STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
08MH029,2,2018,"The stability of three benchmarks installed on the bridge was disrupted by bridge construction/upgrades during 2018.  It is assumed the stability of the control benchmark was not impacted; however, this cannot be proved with certainty.  The event has introduced up to +/-0.015 m of uncertainty into the station datum.",
