Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
08MH029,34.02,,LogarithmicTable,Provisional/Provisoire,(2.28:0.1465);(1.2);
08MH029,34.01,,LogarithmicTable,Final/Finales,(2.28:0.1465);(1.2);
08MH029,34.000,Coincidental with curve 31 above ~ 1m,LogarithmicTable,Final/Finales,(2.28:0.1465);(1.2);
08MH029,33.000,Coincidental with curve 31 above ~ 1m,LogarithmicTable,Final/Finales,(2.166:0.151);(0.006);
08MH029,32.000,Coincidental with curve 31 above ~ 1m,LogarithmicTable,Final/Finales,(0.15);
08MH029,31.000-SC5,,LinearTable,Final/Finales,
08MH029,31.000,COINCIDENT WITH TABLE 30 ABOVE 1.800m,LinearTable,Final/Finales,
08MH029,30.000,,LinearTable,Final/Finales,
08MH029,29.000,COINCIDENT WITH TABLE 28 ABOVE 3.40m & BELOW 1.0m,LinearTable,Final/Finales,
08MH029,28.000,COINCIDENT WITH TABLE 27 ABOVE 3.70m,LinearTable,Final/Finales,
08MH029,27.000,,LinearTable,Final/Finales,
08MH029,27.000-SC4,,LinearTable,Final/Finales,
08MH029,27.000-SC3,,LinearTable,Final/Finales,
08MH029,27.000-SC2,,LinearTable,Final/Finales,
08MH029,26.000,,LinearTable,Final/Finales,
08MH029,25.000,,LinearTable,Final/Finales,
08MH029,24.100-SC1,,LinearTable,Final/Finales,
08MH029,24.100,,LinearTable,Final/Finales,
08MH029,22.000,,LinearTable,Final/Finales,
08MH029,24.000,,LinearTable,Final/Finales,
